SL No	Donor Name	Location Name	Latitude 	Longitude	Google location	No of Percolation well Constructed	Year of Completion	Zone	Ward Number	Location by Parks/Campuses
323	Informatica	Sri Chowdeshwari temle park	12.94301791	77.48661405	https://maps.app.goo.gl/4ecehWTcdnW7yAou7	2	Mar-25	RR Nagar Zone		BBMP Park
324	Morgan Stanley	Chamundeshwari Park/ Budda Park	12.9803854	77.51367441	https://maps.app.goo.gl/v7JPJoyWD8itetoB6	5	Mar-25	RR Nagar Zone		BBMP Park
325	Morgan Stanley	Prasanna anjaneya park	12.97756493	77.51295987	https://maps.app.goo.gl/mbVjtehbwR9jjMNe8	2	Mar-25	RR Nagar Zone		BBMP Park
326	Morgan Stanley	Ramakrishna hegde park	12.97701215	77.51240363	https://maps.app.goo.gl/dbK2SvMHFhPywsCJ9	6	Mar-25	RR Nagar Zone		BBMP Park
327	Morgan Stanley	Ravi Gym Park	12.9728657	77.51246783	https://maps.app.goo.gl/toJDA6kxoXp23acUA	4	Mar-25	RR Nagar Zone		BBMP Park
328	Morgan Stanley	Srigandha Kaval Park	12.97795828	77.50381011	https://maps.app.goo.gl/2YMEVTXuKe82pwRW6	5	Mar-25	RR Nagar Zone		BBMP Park
329	Morgan Stanley	Dara bendre park	12.96594226	77.50875637	https://maps.app.goo.gl/btUsspCM9bSn1xAZ7	4	Mar-25	RR Nagar Zone		BBMP Park
330	Morgan Stanley	Rajarajeshwari park	12.96285785	77.51028159	https://maps.app.goo.gl/nnzsuBAUfSfnHn4U8	3	Mar-25	RR Nagar Zone		BBMP Park
331	Morgan Stanley	Hoysala park	12.9640088	77.50914652	https://maps.app.goo.gl/D9kjoWAyj1STBzBy5	8	Mar-25	RR Nagar Zone		BBMP Park
332	Morgan Stanley	Aryan school	12.96162808	77.50742113	https://maps.app.goo.gl/Fh48QdXx1N9PSwdT8	1	Mar-25	RR Nagar Zone		Schools and Colleges
333	Morgan Stanley	Maruthi mandir park	12.96192312	77.51351473	https://maps.app.goo.gl/Nf8BPsjjqDtHqHDv6	4	Mar-25	RR Nagar Zone		BBMP Park
334	Morgan Stanley	Annapoorneshwari BBMP Park	12.97980058	77.50799474	https://maps.app.goo.gl/wEC39zjzLkYKX9Ft7	6	Mar-25	RR Nagar Zone		BBMP Park
335	Morgan Stanley	Bharathnagar Public Park	12.98154048	77.48335117	https://maps.app.goo.gl/977jKb1YNxz9JTQDA	6	Mar-25	RR Nagar Zone		BBMP Park
336	Morgan Stanley	Bharathnagar 2nd Stage Park	12.97947909	77.47605898	https://maps.app.goo.gl/tDyhCg9PkQkRLESGA. 	6	Mar-25	RR Nagar Zone		BBMP Park
337	Morgan Stanley	Bande maramma park	12.96600632	77.51658162	https://maps.app.goo.gl/4dQn9Xk5CcDeqZhB7	8	Mar-25	RR Nagar Zone		BBMP Park
338	Morgan Stanley	Holedande Gandhi Udyanavana	12.9673738	77.51781172	https://maps.app.goo.gl/7KMKVnoJzBuefhX47	4	Mar-25	RR Nagar Zone		BBMP Park
339	Morgan Stanley	Mahatma Gandhi park bda park	12.9688795	77.5145144	https://maps.app.goo.gl/QC5Q94i2ZA2UQYBZ6	5	Mar-25	RR Nagar Zone		BBMP Park
340	Morgan Stanley	Vinayaka nursery park	12.97061224	77.50954888	https://maps.app.goo.gl/UisvmE2E49crgH3e9	8	Mar-25	RR Nagar Zone		BBMP Park
341	Morgan Stanley	vishveshwaraiah park	12.95224309	77.47962632	https://maps.app.goo.gl/mzrT8UozqykF3RaH6	6	Mar-25	RR Nagar Zone		BBMP Park
342	Morgan Stanley	Railway Layout Park	12.9588592	77.48579227	https://maps.app.goo.gl/niisHJnSNBBu69AU9	19	Mar-25	RR Nagar Zone		BBMP Park
343	Morgan Stanley	Upkar layout park	12.95948517	77.48164126	https://maps.app.goo.gl/NTef5YXiBMrJZfk48	10	Mar-25	RR Nagar Zone		BBMP Park
344	Morgan Stanley	Syndicate Bank 2nd Main Park	12.99686987	77.4862424	https://maps.app.goo.gl/YwwA7vqUyiEGxGom6	12	Mar-25	RR Nagar Zone		BBMP Park
345	Morgan Stanley	Abhaya Ganapathi Temple Park	12.99641386	77.48802961	https://maps.app.goo.gl/Z38Bipz5fMX3xmuq5	15	Mar-25	RR Nagar Zone		BBMP Park
346	Morgan Stanley	Bharatha Ratna Sir M Vishveshwaraiah Park	12.99475315	77.48785948	https://maps.app.goo.gl/urGbxNC8prQCZDkG8	18	Mar-25	RR Nagar Zone		BBMP Park
347	Morgan Stanley	Tunganagara Cricket Gorund & Park	12.99527561	77.48584665	https://maps.app.goo.gl/tHCWKE2d3oUykKWu8	15	Mar-25	RR Nagar Zone		BBMP Park
348	Morgan Stanley	BCMC Layout Park	12.88059816	77.5489934	https://maps.app.goo.gl/2z9GrRMBrLKBikhu7	11	Mar-25	RR Nagar Zone		BBMP Park
349	Morgan Stanley	BCMC Layout Park 2	12.87660393	77.54952431	https://maps.app.goo.gl/qRctQ9BWt4Ph448o6	7	Mar-25	RR Nagar Zone		BBMP Park
350	Morgan Stanley	BCMC Layout Park 3	12.8757448	77.54856458	https://maps.app.goo.gl/KZmZmvF2zPkvPk9v7	2	Mar-25	RR Nagar Zone		BBMP Park
351	Morgan Stanley	SHVNM Govt College ( Malleshwaram)	13.00282979	77.56766673	https://maps.app.goo.gl/r7XLqi4facc3EsZy8	8	Mar-25	West Zone		Schools and Colleges
352	Morgan Stanley	Swimming pool Extension Park	12.99922926	77.57437502	https://maps.app.goo.gl/m5RBPj1cP21ht9FF7	2	Mar-25	West Zone		BBMP Park
353	Happiest Minds	CV Raman Hospital Indranagar	12.9827738	77.64469978	https://maps.app.goo.gl/zZKJumiUmYyyKoAx8	30	Mar-25	East Zone		Others
354	Happiest Minds	DRDO-KV School	12.98613644	77.66408546	https://maps.app.goo.gl/rBioDRzF1h5hPMGh7	16	Mar-25	East Zone		Defence Campus
355	Happiest Minds	DRDO-Phase-1 Quarters	12.98777289	77.66573167	https://maps.app.goo.gl/DgjuKy89hMsgcqBn9	6	Mar-25	East Zone		Defence Campus
356	Happiest Minds	DRDO-Chalukya	12.98637998	77.67030548	https://maps.app.goo.gl/shvGd4SnKPgPmUMn8	10	Mar-25	East Zone		Defence Campus
357	Happiest Minds	DRDO-Phase-2 Quarters	12.98613258	77.68200387	https://maps.app.goo.gl/n63EDkJSeSEV3zmD6	3	Mar-25	East Zone		Defence Campus
358	Happiest Minds	BDA Head Office	12.99671069	77.5833498	https://maps.app.goo.gl/eai54ptW4iFsfqdLA	6	Mar-25	East Zone		BDA Parks
359	Fortrea CDPL	Wood Park	12.9798903	77.63588543	https://maps.app.goo.gl/Ne78xdYF6obW9rwE7	24	Mar-25	East Zone		BBMP Park
360	Fortrea CDPL	BDA Park	12.9794048	77.63593597	https://maps.app.goo.gl/hUz8mQsJpmjKUfnq9	4	Mar-25	East Zone		BBMP Park
361	Texas Instruments	Doopanahalli BDA Park	12.96873518	77.63697158	https://maps.app.goo.gl/NBxTMs8vNzE5UZJPA	9	Mar-25	East Zone		BBMP Park
362	Texas Instruments	Double road Park	12.98087551	77.63758291	https://maps.app.goo.gl/ftof4Z7Wb6F2A3hU9	8	Mar-25	East Zone		BBMP Park
363	Texas Instruments	DRDO Next to KV school	12.9889593	77.66521236	https://maps.app.goo.gl/xFYgH4WZDbnhqZaz6	60	Mar-25	East Zone		Defence Campus
364	Texas Instruments	Paramahamsa Yogananda Park	12.96677357	77.63732637	https://maps.app.goo.gl/5AwKBEXMCVntJ99w9	7	Mar-25	East Zone		BBMP Park
365	Texas Instruments	DRDO Campus (BSO R & D (East)-1	12.97783965	77.65531994	https://maps.app.goo.gl/vUB6Qf9ziyJScCCe7	4	Mar-25	East Zone		Defence Campus
366	Texas Instruments	DRDO Campus (BSO R & D (East)-2	12.97805881	77.6551111	https://maps.app.goo.gl/BWKarzmBd6eKBs4h8	3	Mar-25	East Zone		Defence Campus
367	Texas Instruments	Bhuvanagiri Park	13.01299153	77.66169644	https://maps.app.goo.gl/jUYhYVCaJV12sVfJA	6	Mar-25	East Zone		BBMP Park
368	Texas Instruments	"PHC,Maratahalli"	12.96299471	77.69796827	https://maps.app.goo.gl/FHAkLqwRCyfcvH517	20	Mar-25	East Zone		Others
369	Happiest Minds	Regional Horticultural Research and	13.08942156	77.56231096	https://maps.app.goo.gl/KEzfq3tmY2rE8DKJ6	60	Mar-25	Yelahanka Zone		Others
370	Happiest Minds	BSF Campus-CEDCO	13.12863526	77.63173627	https://maps.app.goo.gl/AREJgv2G1XA9zANx6	80	Mar-25	Yelahanka Zone		Defence Campus
371	Happiest Minds	BSF Campus-STC	13.13080916	77.603401	https://maps.app.goo.gl/qRbhS2vtoL7SixBe8	65	Mar-25	Yelahanka Zone		Defence Campus
372	Happiest Minds	"College of Horticulture, UHS Campus"	13.09048395	77.56108027	https://maps.app.goo.gl/VngaJaXqugjnauAV6	60	Mar-25	Yelahanka Zone		Others
373	Visa	PTS Thanisandra	13.07524004	77.62760629	https://maps.app.goo.gl/aLD4sQ5GaTQrMyFa9	8	Mar-25	Yelahanka Zone		Police Campus
374	Broadcom	"BSF Campus, Yelahanka"	13.13128142	77.60161916	"https://www.google.com/maps/place/BSF+Campus,+Yelahanka+Airforce+Base,+Bengaluru,+Karnataka/data=!4m2!3m1!1s0x3bae18ddd2f21293:0x3b40f5798aa2468?utm_source=mstt_1&entry=gps&coh=192189&g_ep=CAESCjExLjE1NS4xMDEYACDXggMqfiw5NDI0MjUwOCw5NDIyMzI5OSw5NDIxNjQxMyw5NDIxMjQ5Niw5NDIwNzM5NCw5NDIwNzUwNiw5NDIwODUwNiw5NDIxNzUyMyw5NDIxODY1Myw5NDIyOTgzOSw5NDIzOTEyNyw0NzA4NzExOCw0NzA4NDM5Myw5NDIxMzIwMEICSU4%3D"	63	Mar-25	Yelahanka zone		Defence Campus
375	Broadcom	Commissioner office	12.98480306	77.59364437		9	Mar-25	East Zone		Police Campus
376	Broadcom	"CMP Campus, Neelasandra"	12.95223169	77.60747655	https://maps.app.goo.gl/KJqtk6VV9KjU9dPd7	191	Mar-25	East Zone		Defence Campus
377	Broadcom	"BSF CEDOCO Campus, Yelahanka"	13.12932697	77.63204926	"https://www.google.com/maps/place/13%C2%B007'44.9%22N+77%C2%B037'55.3%22E/@13.1291322,77.629457,773m/data=!3m2!1e3!4b1!4m4!3m3!8m2!3d13.1291322!4d77.6320319?hl=en&entry=ttu&g_ep=EgoyMDI0MTIwNC4wIKXMDSoASAFQAw%3D%3D"	80	Mar-25	Yelahanka zone		Defence Campus
378	Broadcom	"CAR Headquarters, chamarajepete"	12.96251327	77.56449617	"https://www.google.com/maps/place/Car+Head+Quarters,+48,+Anjanappa+Gardens,+Cottonpete,+Bengaluru,+Karnataka+560053/data=!4m2!3m1!1s0x3bae15ff0f72dc0b:0x50af05bde1421b3c?utm_source=mstt_1&entry=gps&coh=192189&g_ep=CAESCjExLjE1NS4xMDEYACDXggMqfiw5NDI0MjUwOCw5NDIyMzI5OSw5NDIxNjQxMyw5NDIxMjQ5Niw5NDIwNzM5NCw5NDIwNzUwNiw5NDIwODUwNiw5NDIxNzUyMyw5NDIxODY1Myw5NDIyOTgzOSw5NDIzOTEyNyw0NzA4NzExOCw0NzA4NDM5Myw5NDIxMzIwMEICSU4%3D"	118	Mar-25	west zone		Police Campus
379	Broadcom	BWSSB Nayadahalli	12.93635348	77.52130346		2	Mar-25	RR Nagar		BWSSB Dept
380	Broadcom	DRDO Campus Phase 2	12.98677402	77.68190916	"https://www.google.com/maps/place/DRDO+Phase+2+Twp,+Chinappa+Layout,+Kaggadasapura,+Bengaluru,+Karnataka,+India/@12.9875896,77.6748163,1546m/data=!3m2!1e3!4b1!4m6!3m5!1s0x3bae1169f697b29d:0xde81c92f2f8b6290!8m2!3d12.9868704!4d77.6808128!16s%2Fg%2F12hk_9x5q?hl=en-US&entry=ttu&g_ep=EgoyMDI0MTIwMS4xIKXMDSoASAFQAw%3D%3D"	61	Mar-25	East Zone		Defence Campus
381	Broadcom	Horticuture university	12.96250281	77.56400264	"https://www.google.com/maps/place/Car+Head+Quarters,+48,+Anjanappa+Gardens,+Cottonpete,+Bengaluru,+Karnataka+560053/data=!4m2!3m1!1s0x3bae15ff0f72dc0b:0x50af05bde1421b3c?utm_source=mstt_1&entry=gps&coh=192189&g_ep=CAESCjExLjE1NS4xMDEYACDXggMqfiw5NDI0MjUwOCw5NDIyMzI5OSw5NDIxNjQxMyw5NDIxMjQ5Niw5NDIwNzM5NCw5NDIwNzUwNiw5NDIwODUwNiw5NDIxNzUyMyw5NDIxODY1Myw5NDIyOTgzOSw5NDIzOTEyNyw0NzA4NzExOCw0NzA4NDM5Myw5NDIxMzIwMEICSU4%3D"	128	Mar-25	Yelahanka zone		Others
382	Broadcom	Child and women devolpment	13.10256609	77.58475723	https://maps.app.goo.gl/Zf3LSMvQugS6EGZa6	15	Mar-25	Yelahanka zone		Others
383	Broadcom	Sri Yogi Vemanna Park	13.09856646	77.57193684	https://maps.app.goo.gl/beNJU3qdsrP41ke16	3	Mar-25	Yelahanka zone		BBMP Park
384	Broadcom	Eshawara Park 1	13.10790329	77.57372658	https://maps.app.goo.gl/mXsRgK8evhfd681T9	4	Mar-25	Yelahanka zone		BBMP Park
385	Broadcom	Eshawara Park 2	13.10790329	77.57372658	https://maps.app.goo.gl/mXsRgK8evhfd681T9	4	Mar-25	Yelahanka zone		BBMP Park
386	Broadcom	Bendre Park	13.09671864	77.57768051	https://maps.app.goo.gl/yiVzMNDwLF8WPxDu9	2	Mar-25	Yelahanka zone		BBMP Park
387	Broadcom	Savitha Park	13.09629169	77.57693915	https://maps.app.goo.gl/GHPswRgLLTS1LT2t8	6	Mar-25	Yelahanka zone		BBMP Park
388	Broadcom	GKVK near BBMP Park	13.09433851	77.56136856	https://maps.app.goo.gl/g1Nn3uC4Gu3YJFxd9	7	Mar-25	Yelahanka zone		BBMP Park
389	Broadcom	Science & Technology Academy campus	13.09264899	77.56017152	https://maps.app.goo.gl/NpUCDhyrTAFzP58M6	21	Mar-25	Yelahanka zone		Others
390	Broadcom	Byrasandra Park	12.93362548	77.58918182	https://maps.app.goo.gl/95pwGDnXjChf3mcG8	4	Mar-25	south zone		BBMP Park
391	Broadcom	Sai Bab Temple Park	12.91855334	77.60194325	https://maps.app.goo.gl/LjK7EsANB2zv2iieA	2	Mar-25	south zone		BBMP Park
392	Broadcom	NIMHANS Badavane park	12.91931267	77.60339251	https://maps.app.goo.gl/MRpgqbnoqtVu22EC9	2	Mar-25	south zone		BBMP Park
393	Broadcom	Thungabadra Park	12.92329218	77.5803889	https://maps.app.goo.gl/YfLqzeBXCkcpippXA	8	Mar-25	south zone		BBMP Park
394	Broadcom	NALRA Park	12.92583655	77.59896352	https://maps.app.goo.gl/qRg2BP9D1oaQJtNXA	4	Mar-25	south zone		BBMP Park
395	Broadcom	NAL Layout	12.92458311	77.59874227	https://maps.app.goo.gl/HcuGmF64g2Dv8yAg9	4	Mar-25	south zone		BBMP Park
396	Broadcom	SHVNM Govt school	13.00291921	77.5676353	https://maps.app.goo.gl/r7XLqi4facc3EsZy8	18	Mar-25	west zone		Schools and Colleges
397	Broadcom	SHVNM Govt College	13.00291921	77.5676353	https://maps.app.goo.gl/r7XLqi4facc3EsZy8	15	Mar-25	west zone		Schools and Colleges
398	Wells Fargo	"ASC North Campus Ejipura,"	12.94447247	77.63642173	https://maps.app.goo.gl/Gdx5CBo9Cd6LesyTA	311	Mar-25	East Zone		Defence Campus
399	Alstom Foundation	DRDO Campus	12.98774483	77.66152952	https://maps.app.goo.gl/xVv42UE6ZurtLs186	157	Mar-25	East Zone		Defence Campus
400	Continental	"Farmers Producers Agriculture Institute, Yelahanka"	13.0892813	77.56005006	https://maps.app.goo.gl/ZBLPo6jC13KgsZhZ8	17	Mar-25	Yelahanka zone		Others
401	Continental	Cubbon park	12.97810683	77.59598102	https://maps.app.goo.gl/QNAJButRcKzY5K77A	50	Mar-25	Eest zone		Horticulture Parks
402	Continental	Horticuture university	13.0934098	77.56622047	https://maps.app.goo.gl/qGdKjDcTERxKFkSS9	15	Mar-25	Yelahanka zone		Others
403	Fidelity	Kanakadasa park			https://maps.app.goo.gl/Rt3tcR3hD8pNc7JQ8	17	Mar-25	East zone		BBMP Park
404	Fidelity	Shankar park			https://maps.app.goo.gl/aTb9wkgN4vwxwCSYA	5	Mar-25	East zone		BBMP Park
405	Fidelity	DRDO Campus	12.98774483	77.66152952	https://maps.app.goo.gl/xVv42UE6ZurtLs186	59	Mar-25	East zone		Defence Campus
406	Fidelity	Sadanandhanagar Park			https://maps.app.goo.gl/PWZwNdBgeRZhRCFn	6	Mar-25	East zone		BBMP Park
407	Fidelity	Kasturi nagar Park			https://maps.app.goo.gl/aWoWxfM364AG3CVY6	9	Mar-25	East zone		BBMP Park
408	Fidelity	Traingle park 1	13.00097212	77.6614107	https://maps.app.goo.gl/mSaPXCF2Jq7A463Q9	2	Mar-25	East zone		BBMP Park
409	Fidelity	Traingle park 2	13.00190491	77.66092831	https://maps.app.goo.gl/5LLjp33Vc7FGhJxe6	1	Mar-25	East zone		BBMP Park
410	Fidelity	Shivaram karandh park	13.00326412	77.66155014	https://maps.app.goo.gl/tKm8iX56FGb3cA31A	9	Mar-25	East zone		BBMP Park
411	Fidelity	Narayana Olympiad School park	13.00773563	77.66191284	https://maps.app.goo.gl/Tv69zewA9ZF3rDdx8	2	Mar-25	East zone		BBMP Park
412	Fidelity	Green view park	13.00848654	77.65821147	https://maps.app.goo.gl/Vjj6QfyvTsLxhBuY7	4	Mar-25	East zone		BBMP Park
413	Fidelity	Rajkumar Park	13.01619737	77.64072656	https://maps.app.goo.gl/6oZExun6f8QCvmhv6	12	Mar-25	East zone		BBMP Park
414	Fidelity	Buvanagitri Park	13.01190799	77.65894973	https://maps.app.goo.gl/37ZGAuXmLuirnuK39	3	Mar-25	East zone		BBMP Park
